GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items	Log10	Tissue	Direction_of_Effect
GO:0045087	BP	e	innate immune response	43/1097	461/29107	1.379945374600284e-06	6	43	0.00205270575430931	695.0, 1535.0, 2150.0, 2444.0, 3146.0, 3551.0, 3654.0, 3684.0, 4671.0, 5294.0, 5919.0, 6502.0, 6503.0, 6850.0, 7099.0, 7100.0, 8517.0, 9051.0, 9447.0, 10406.0, 11027.0, 23547.0, 23601.0, 23765.0, 30835.0, 51284.0, 51296.0, 54472.0, 80231.0, 81035.0, 81793.0, 84282.0, 84868.0, 92610.0, 113277.0, 114548.0, 115004.0, 144811.0, 146433.0, 171568.0, 219972.0, 286430.0, 340205.0	2.687673300234059	Hippocampus	EA
GO:0051056	BP	e	regulation of small GTPase mediated signal transduction	17/1097	115/29107	1.486390843091462e-06	7	17	0.00205270575430931	393.0, 1794.0, 11214.0, 23263.0, 23526.0, 29984.0, 50619.0, 51291.0, 58504.0, 64333.0, 81704.0, 89846.0, 116985.0, 117289.0, 201176.0, 221472.0, 257106.0	2.687673300234059	Hippocampus	EA
GO:0005096	MF	e	GTPase activator activity	28/1097	256/29107	1.616971929920106e-06	5	28	0.007147015930246869	216.0, 393.0, 397.0, 3071.0, 6001.0, 6102.0, 9098.0, 9712.0, 9905.0, 9938.0, 23102.0, 23526.0, 25771.0, 51291.0, 54885.0, 55803.0, 58504.0, 64333.0, 64926.0, 116985.0, 117289.0, 201163.0, 201176.0, 257106.0, 259173.0, 727851.0, 729857.0, 729873.0	2.145875249882798	Hippocampus	EA
GO:0032735	BP	e	positive regulation of interleukin-12 production	10/1097	41/29107	2.1445106206252e-06	8	10	0.002665412250375062	948.0, 958.0, 3146.0, 3394.0, 3603.0, 5336.0, 6850.0, 7099.0, 7292.0, 64581.0	2.574235610571094	Hippocampus	EA
GO:0032722	BP	e	positive regulation of chemokine production	10/1097	42/29107	2.719923735286971e-06	8	10	0.00307326655508016	199.0, 326.0, 2150.0, 3570.0, 3606.0, 7099.0, 7292.0, 51284.0, 64170.0, 84868.0	2.5123997702415033	Hippocampus	EA
GO:0031514	CC	e	motile cilium	15/1097	99/29107	4.449021667311855e-06	5	15	0.001508745569452437	4117.0, 4867.0, 6652.0, 26256.0, 26762.0, 53340.0, 55779.0, 64064.0, 79819.0, 85016.0, 89765.0, 117155.0, 144406.0, 146754.0, 222235.0	2.8213839922319157	Hippocampus	EA
GO:0005737	CC	e	cytoplasm	272/1097	4681/29107	4.724454472234348e-06	2	272	0.001508745569452437	199.0, 216.0, 221.0, 326.0, 353.0, 358.0, 393.0, 397.0, 409.0, 695.0, 760.0, 834.0, 841.0, 843.0, 948.0, 958.0, 1001.0, 1021.0, 1455.0, 1663.0, 1728.0, 2017.0, 2103.0, 2272.0, 2660.0, 2773.0, 2784.0, 2872.0, 2889.0, 2926.0, 3087.0, 3394.0, 3551.0, 3631.0, 3654.0, 3664.0, 3852.0, 4057.0, 4094.0, 4117.0, 4286.0, 4478.0, 4542.0, 4627.0, 4668.0, 4671.0, 4689.0, 4735.0, 4750.0, 4773.0, 4831.0, 4843.0, 4867.0, 4948.0, 5170.0, 5294.0, 5336.0, 5341.0, 5592.0, 5635.0, 5777.0, 6046.0, 6102.0, 6189.0, 6261.0, 6284.0, 6300.0, 6305.0, 6348.0, 6606.0, 6642.0, 6672.0, 6799.0, 6850.0, 6991.0, 7099.0, 7178.0, 7311.0, 7402.0, 7430.0, 7494.0, 8125.0, 8270.0, 8412.0, 8500.0, 8517.0, 8569.0, 8673.0, 8776.0, 8777.0, 8798.0, 8888.0, 8934.0, 9051.0, 9098.0, 9168.0, 9231.0, 9322.0, 9352.0, 9401.0, 9425.0, 9447.0, 9585.0, 9894.0, 9904.0, 9905.0, 10008.0, 10039.0, 10040.0, 10841.0, 10859.0, 11035.0, 11186.0, 22952.0, 23234.0, 23421.0, 23533.0, 23593.0, 23600.0, 25778.0, 25937.0, 25989.0, 26112.0, 26191.0, 26206.0, 26256.0, 26260.0, 26271.0, 26281.0, 27143.0, 27306.0, 28988.0, 29082.0, 29899.0, 29925.0, 29969.0, 30061.0, 30835.0, 30844.0, 50619.0, 50853.0, 51016.0, 51020.0, 51074.0, 51079.0, 51284.0, 51364.0, 51466.0, 51473.0, 53340.0, 54472.0, 54491.0, 54514.0, 54853.0, 55124.0, 55171.0, 55191.0, 55249.0, 55255.0, 55325.0, 55561.0, 55614.0, 55691.0, 55764.0, 55768.0, 55779.0, 55781.0, 55783.0, 55803.0, 55805.0, 55876.0, 55917.0, 55930.0, 56155.0, 57091.0, 57103.0, 57118.0, 57494.0, 57602.0, 57718.0, 63901.0, 64098.0, 64147.0, 64170.0, 64333.0, 64581.0, 64855.0, 64926.0, 65109.0, 65992.0, 66008.0, 79442.0, 79716.0, 79846.0, 79858.0, 79867.0, 79925.0, 80705.0, 81572.0, 81704.0, 81873.0, 83547.0, 83742.0, 83987.0, 84073.0, 84225.0, 84282.0, 84433.0, 84707.0, 84908.0, 85016.0, 89846.0, 90417.0, 91010.0, 92610.0, 112483.0, 113457.0, 114548.0, 115294.0, 116225.0, 121952.0, 122402.0, 123872.0, 126433.0, 126820.0, 127943.0, 130951.0, 133690.0, 138255.0, 143570.0, 147138.0, 151651.0, 151827.0, 152185.0, 158067.0, 160492.0, 164395.0, 196383.0, 197335.0, 199221.0, 200942.0, 201163.0, 201176.0, 201625.0, 221472.0, 246176.0, 252969.0, 255758.0, 282808.0, 283229.0, 283234.0, 284565.0, 285025.0, 285590.0, 286430.0, 340811.0, 359845.0, 375307.0, 375611.0, 404672.0, 406929.0, 407021.0, 440854.0, 643037.0, 645121.0, 645432.0, 727851.0, 729857.0, 100462977.0, 100463488.0, 100507436.0, 102724428.0	2.8213839922319157	Hippocampus	EA
GO:0005886	CC	e	plasma membrane	233/1097	4487/29107	4.817548270371325e-06	3	233	0.001508745569452437	140.0, 154.0, 221.0, 358.0, 368.0, 409.0, 645.0, 657.0, 695.0, 760.0, 834.0, 942.0, 944.0, 948.0, 955.0, 958.0, 963.0, 1001.0, 1441.0, 1455.0, 1471.0, 1535.0, 1828.0, 2017.0, 2150.0, 2212.0, 2213.0, 2272.0, 2324.0, 2350.0, 2532.0, 2769.0, 2773.0, 2844.0, 2896.0, 2979.0, 3071.0, 3113.0, 3127.0, 3568.0, 3570.0, 3587.0, 3597.0, 3603.0, 3631.0, 3635.0, 3654.0, 3684.0, 3687.0, 3693.0, 3762.0, 3903.0, 4057.0, 4258.0, 4360.0, 4363.0, 4478.0, 4481.0, 4542.0, 4627.0, 4735.0, 4804.0, 4843.0, 4921.0, 5170.0, 5251.0, 5255.0, 5294.0, 5336.0, 5341.0, 5361.0, 5395.0, 5411.0, 5592.0, 5872.0, 5912.0, 6001.0, 6102.0, 6261.0, 6284.0, 6404.0, 6456.0, 6573.0, 6614.0, 6793.0, 6813.0, 6850.0, 7099.0, 7100.0, 7226.0, 7292.0, 7305.0, 7311.0, 7402.0, 7430.0, 7462.0, 8029.0, 8140.0, 8477.0, 8673.0, 8776.0, 8777.0, 8934.0, 9051.0, 9056.0, 9057.0, 9098.0, 9231.0, 9265.0, 9340.0, 9424.0, 9497.0, 9712.0, 9780.0, 9914.0, 9966.0, 10008.0, 10058.0, 10060.0, 10149.0, 10161.0, 10257.0, 10457.0, 10841.0, 10859.0, 10863.0, 10990.0, 11006.0, 11024.0, 11027.0, 11309.0, 11314.0, 23093.0, 23166.0, 23234.0, 23263.0, 23460.0, 23533.0, 23547.0, 23600.0, 23601.0, 23630.0, 23765.0, 25937.0, 27128.0, 28988.0, 29082.0, 29984.0, 30061.0, 30835.0, 30844.0, 50619.0, 50839.0, 51148.0, 51284.0, 51291.0, 51338.0, 51393.0, 51411.0, 53829.0, 53832.0, 54518.0, 54567.0, 54734.0, 54947.0, 55315.0, 55352.0, 55503.0, 55558.0, 55630.0, 55803.0, 55876.0, 56624.0, 57091.0, 59307.0, 60437.0, 64098.0, 64106.0, 64170.0, 64581.0, 64805.0, 64855.0, 66008.0, 79570.0, 79674.0, 79778.0, 80328.0, 80342.0, 81035.0, 81793.0, 83742.0, 83987.0, 84063.0, 84168.0, 84216.0, 84329.0, 84433.0, 85415.0, 90417.0, 91010.0, 94120.0, 94233.0, 113277.0, 115004.0, 115650.0, 115727.0, 116225.0, 116985.0, 117155.0, 118788.0, 123872.0, 124976.0, 128414.0, 131450.0, 134111.0, 138255.0, 138799.0, 146722.0, 151056.0, 162514.0, 199920.0, 201163.0, 203074.0, 246176.0, 282808.0, 284525.0, 340205.0, 353189.0, 375307.0, 729359.0, 729873.0, 768211.0, 100507436.0	2.8213839922319157	Hippocampus	EA
GO:0005829	CC	e	cytosol	287/1097	5294/29107	5.163989399152666e-06	2	287	0.001508745569452437	191.0, 199.0, 216.0, 221.0, 272.0, 317.0, 353.0, 393.0, 397.0, 409.0, 635.0, 645.0, 695.0, 760.0, 834.0, 841.0, 843.0, 1021.0, 1455.0, 1512.0, 1719.0, 1728.0, 1794.0, 1828.0, 2017.0, 2021.0, 2103.0, 2272.0, 2313.0, 2324.0, 2444.0, 2784.0, 2874.0, 2889.0, 3071.0, 3073.0, 3394.0, 3551.0, 3587.0, 3603.0, 3606.0, 3631.0, 3635.0, 3654.0, 3664.0, 3852.0, 4261.0, 4296.0, 4478.0, 4481.0, 4542.0, 4627.0, 4689.0, 4703.0, 4750.0, 4773.0, 4804.0, 4831.0, 4843.0, 4867.0, 5170.0, 5209.0, 5255.0, 5294.0, 5330.0, 5336.0, 5341.0, 5361.0, 5395.0, 5434.0, 5592.0, 5777.0, 5872.0, 5912.0, 5925.0, 5973.0, 6001.0, 6128.0, 6134.0, 6142.0, 6159.0, 6168.0, 6181.0, 6187.0, 6189.0, 6208.0, 6229.0, 6234.0, 6284.0, 6300.0, 6305.0, 6348.0, 6456.0, 6502.0, 6503.0, 6606.0, 6642.0, 6652.0, 6793.0, 6799.0, 6813.0, 6850.0, 6999.0, 7178.0, 7273.0, 7311.0, 7430.0, 7873.0, 8029.0, 8086.0, 8140.0, 8293.0, 8500.0, 8517.0, 8569.0, 8574.0, 8673.0, 8776.0, 8888.0, 8934.0, 9020.0, 9025.0, 9051.0, 9265.0, 9322.0, 9352.0, 9447.0, 9585.0, 9701.0, 9712.0, 9894.0, 10040.0, 10058.0, 10149.0, 10320.0, 10841.0, 10901.0, 11035.0, 11116.0, 11214.0, 22977.0, 22981.0, 23034.0, 23093.0, 23102.0, 23234.0, 23263.0, 23421.0, 23526.0, 23533.0, 23600.0, 23601.0, 23710.0, 23743.0, 25839.0, 25937.0, 26007.0, 26191.0, 26256.0, 26271.0, 26287.0, 27128.0, 27143.0, 27232.0, 27306.0, 28988.0, 29082.0, 29899.0, 29952.0, 29984.0, 30061.0, 50619.0, 51074.0, 51099.0, 51171.0, 51291.0, 51466.0, 51473.0, 51665.0, 51690.0, 54332.0, 54466.0, 54472.0, 54496.0, 54518.0, 54734.0, 54885.0, 54908.0, 55191.0, 55352.0, 55561.0, 55614.0, 55768.0, 55781.0, 56890.0, 56922.0, 57103.0, 57139.0, 57176.0, 57405.0, 57494.0, 57602.0, 57696.0, 57713.0, 57718.0, 58504.0, 58538.0, 60676.0, 64170.0, 64333.0, 64577.0, 64759.0, 64772.0, 64855.0, 64926.0, 65109.0, 66008.0, 79600.0, 79622.0, 79731.0, 79778.0, 79958.0, 80709.0, 81704.0, 83547.0, 83732.0, 83743.0, 83752.0, 83987.0, 84084.0, 84282.0, 84303.0, 84433.0, 84871.0, 85313.0, 85415.0, 89765.0, 89846.0, 91010.0, 91107.0, 91544.0, 91703.0, 92521.0, 92610.0, 93426.0, 114548.0, 115004.0, 115727.0, 116985.0, 117289.0, 118460.0, 118788.0, 119391.0, 121952.0, 123872.0, 126433.0, 129880.0, 130916.0, 140465.0, 150209.0, 150368.0, 151531.0, 152206.0, 155038.0, 158067.0, 161823.0, 171568.0, 196383.0, 200942.0, 201163.0, 201176.0, 201456.0, 203074.0, 221472.0, 222235.0, 257106.0, 259173.0, 284076.0, 340205.0, 345275.0, 440603.0, 440689.0, 653784.0, 729359.0, 100137049.0, 100287171.0, 100653515.0	2.8213839922319157	Hippocampus	EA
GO:0005524	MF	e	ATP binding	91/1097	1458/29107	5.362978271314426e-06	8	91	0.007996903784608022	317.0, 368.0, 657.0, 695.0, 861.0, 1021.0, 1025.0, 1198.0, 1455.0, 1663.0, 2324.0, 2444.0, 2872.0, 3551.0, 3654.0, 4117.0, 4261.0, 4296.0, 4363.0, 4542.0, 4627.0, 4671.0, 4750.0, 4831.0, 4921.0, 5170.0, 5209.0, 5294.0, 5395.0, 5592.0, 5826.0, 5973.0, 6261.0, 6300.0, 6793.0, 6850.0, 7273.0, 8438.0, 8449.0, 8569.0, 8798.0, 9020.0, 9401.0, 9585.0, 9914.0, 10058.0, 10060.0, 10257.0, 11035.0, 23046.0, 23093.0, 23460.0, 25778.0, 25989.0, 26007.0, 30844.0, 51079.0, 54514.0, 55149.0, 55191.0, 55210.0, 55561.0, 55614.0, 55636.0, 55781.0, 55930.0, 56155.0, 56922.0, 57118.0, 57176.0, 57494.0, 57505.0, 57696.0, 64147.0, 79731.0, 79858.0, 83732.0, 83752.0, 114548.0, 115004.0, 122402.0, 124454.0, 134111.0, 146754.0, 158067.0, 164395.0, 201625.0, 219293.0, 284076.0, 653857.0, 102724428.0	2.0970781292003418	Hippocampus	EA
GO:0004984	MF	p	olfactory receptor activity	1/1097	399/29107	7.123852830246824e-06	4	1	0.007996903784608022	138799.0	2.0970781292003418	Hippocampus	EA
GO:0005515	MF	e	protein binding	622/1097	12417/29107	7.237016999645269e-06	2	622	0.007996903784608022	2.0, 154.0, 191.0, 199.0, 216.0, 221.0, 272.0, 313.0, 317.0, 326.0, 341.0, 353.0, 358.0, 393.0, 397.0, 409.0, 645.0, 657.0, 695.0, 760.0, 834.0, 841.0, 843.0, 861.0, 942.0, 944.0, 948.0, 958.0, 963.0, 1021.0, 1025.0, 1039.0, 1102.0, 1198.0, 1297.0, 1360.0, 1375.0, 1427.0, 1441.0, 1455.0, 1471.0, 1512.0, 1534.0, 1535.0, 1663.0, 1728.0, 1794.0, 1828.0, 1892.0, 1953.0, 2017.0, 2021.0, 2073.0, 2110.0, 2150.0, 2212.0, 2213.0, 2217.0, 2267.0, 2272.0, 2313.0, 2324.0, 2444.0, 2553.0, 2660.0, 2773.0, 2784.0, 2872.0, 2874.0, 2889.0, 2896.0, 2926.0, 2962.0, 2979.0, 3071.0, 3073.0, 3087.0, 3108.0, 3109.0, 3146.0, 3263.0, 3394.0, 3551.0, 3568.0, 3570.0, 3587.0, 3597.0, 3598.0, 3606.0, 3631.0, 3635.0, 3654.0, 3664.0, 3684.0, 3687.0, 3693.0, 3762.0, 3852.0, 3903.0, 4004.0, 4047.0, 4057.0, 4094.0, 4117.0, 4258.0, 4261.0, 4286.0, 4296.0, 4360.0, 4478.0, 4481.0, 4485.0, 4512.0, 4513.0, 4535.0, 4537.0, 4542.0, 4627.0, 4671.0, 4689.0, 4703.0, 4735.0, 4750.0, 4773.0, 4804.0, 4831.0, 4843.0, 4867.0, 4921.0, 4948.0, 5170.0, 5209.0, 5251.0, 5294.0, 5330.0, 5336.0, 5341.0, 5395.0, 5411.0, 5434.0, 5592.0, 5635.0, 5646.0, 5777.0, 5826.0, 5872.0, 5883.0, 5912.0, 5919.0, 5925.0, 5932.0, 5961.0, 5973.0, 6001.0, 6046.0, 6097.0, 6102.0, 6128.0, 6134.0, 6142.0, 6168.0, 6181.0, 6187.0, 6189.0, 6208.0, 6234.0, 6284.0, 6300.0, 6341.0, 6348.0, 6389.0, 6404.0, 6456.0, 6480.0, 6502.0, 6503.0, 6606.0, 6642.0, 6672.0, 6793.0, 6799.0, 6813.0, 6850.0, 6886.0, 6920.0, 6991.0, 6999.0, 7038.0, 7099.0, 7100.0, 7178.0, 7273.0, 7292.0, 7305.0, 7311.0, 7402.0, 7430.0, 7462.0, 7494.0, 7633.0, 7873.0, 8029.0, 8086.0, 8125.0, 8140.0, 8233.0, 8263.0, 8269.0, 8270.0, 8293.0, 8363.0, 8365.0, 8412.0, 8438.0, 8449.0, 8500.0, 8517.0, 8534.0, 8569.0, 8574.0, 8673.0, 8777.0, 8798.0, 8888.0, 8934.0, 9020.0, 9025.0, 9051.0, 9057.0, 9098.0, 9121.0, 9168.0, 9231.0, 9265.0, 9322.0, 9401.0, 9425.0, 9443.0, 9447.0, 9497.0, 9585.0, 9612.0, 9701.0, 9767.0, 9780.0, 9801.0, 9894.0, 9906.0, 9914.0, 9936.0, 9966.0, 10008.0, 10039.0, 10040.0, 10161.0, 10257.0, 10320.0, 10336.0, 10406.0, 10439.0, 10457.0, 10608.0, 10620.0, 10793.0, 10841.0, 10855.0, 10859.0, 10863.0, 11006.0, 11035.0, 11091.0, 11116.0, 11173.0, 11186.0, 11197.0, 11214.0, 11314.0, 22797.0, 22915.0, 22977.0, 22981.0, 23034.0, 23102.0, 23166.0, 23199.0, 23234.0, 23241.0, 23288.0, 23336.0, 23421.0, 23463.0, 23526.0, 23547.0, 23593.0, 23630.0, 23710.0, 23765.0, 25771.0, 25839.0, 25885.0, 25924.0, 25937.0, 25989.0, 26007.0, 26094.0, 26150.0, 26152.0, 26191.0, 26206.0, 26271.0, 26287.0, 26585.0, 27128.0, 27143.0, 27232.0, 27287.0, 27291.0, 27306.0, 28988.0, 29082.0, 29894.0, 29899.0, 29925.0, 29969.0, 30061.0, 30835.0, 30844.0, 50619.0, 50839.0, 51016.0, 51020.0, 51074.0, 51079.0, 51099.0, 51148.0, 51149.0, 51171.0, 51284.0, 51291.0, 51296.0, 51338.0, 51364.0, 51411.0, 51466.0, 51473.0, 51538.0, 51634.0, 51657.0, 51665.0, 51690.0, 51778.0, 53340.0, 53829.0, 53832.0, 53938.0, 54332.0, 54466.0, 54472.0, 54491.0, 54496.0, 54502.0, 54518.0, 54520.0, 54543.0, 54567.0, 54734.0, 54815.0, 54865.0, 54885.0, 54908.0, 54922.0, 54947.0, 54971.0, 54998.0, 55007.0, 55110.0, 55124.0, 55130.0, 55138.0, 55149.0, 55171.0, 55191.0, 55210.0, 55222.0, 55249.0, 55255.0, 55259.0, 55280.0, 55304.0, 55315.0, 55325.0, 55340.0, 55352.0, 55454.0, 55503.0, 55558.0, 55561.0, 55596.0, 55636.0, 55764.0, 55768.0, 55779.0, 55781.0, 55803.0, 55805.0, 55917.0, 56155.0, 56890.0, 56922.0, 56931.0, 57103.0, 57128.0, 57139.0, 57176.0, 57405.0, 57505.0, 57602.0, 57654.0, 57696.0, 57713.0, 57718.0, 58475.0, 58504.0, 58538.0, 59307.0, 60437.0, 63901.0, 63908.0, 64098.0, 64106.0, 64147.0, 64170.0, 64231.0, 64333.0, 64518.0, 64581.0, 64759.0, 64785.0, 64855.0, 64926.0, 64963.0, 64978.0, 65109.0, 65251.0, 65992.0, 66008.0, 79157.0, 79364.0, 79443.0, 79622.0, 79673.0, 79674.0, 79696.0, 79778.0, 79813.0, 79858.0, 79943.0, 79958.0, 80183.0, 80231.0, 80328.0, 80342.0, 80350.0, 80705.0, 80709.0, 81572.0, 81704.0, 81793.0, 81873.0, 83444.0, 83547.0, 83640.0, 83693.0, 83732.0, 83743.0, 83752.0, 83987.0, 84002.0, 84063.0, 84071.0, 84073.0, 84084.0, 84168.0, 84215.0, 84221.0, 84282.0, 84303.0, 84433.0, 84645.0, 84680.0, 84689.0, 84693.0, 84707.0, 84807.0, 84868.0, 84908.0, 84914.0, 84952.0, 84996.0, 85016.0, 85313.0, 89765.0, 89857.0, 89944.0, 90288.0, 90411.0, 90417.0, 90557.0, 91156.0, 91544.0, 91703.0, 92610.0, 92960.0, 93233.0, 93426.0, 93974.0, 94120.0, 94233.0, 112483.0, 112616.0, 113277.0, 114548.0, 114818.0, 114904.0, 115004.0, 115294.0, 115948.0, 116225.0, 116985.0, 117155.0, 117289.0, 118788.0, 119391.0, 120224.0, 121053.0, 121457.0, 124411.0, 126433.0, 126820.0, 128414.0, 129880.0, 130916.0, 130951.0, 131450.0, 132001.0, 133923.0, 134111.0, 136051.0, 140465.0, 144811.0, 146433.0, 146845.0, 147138.0, 147650.0, 150368.0, 151531.0, 151651.0, 152185.0, 152206.0, 157697.0, 158067.0, 158798.0, 162993.0, 164781.0, 167555.0, 168544.0, 170575.0, 171568.0, 196383.0, 197335.0, 199221.0, 199920.0, 201163.0, 201456.0, 201973.0, 219348.0, 219402.0, 220004.0, 221472.0, 246176.0, 252969.0, 253512.0, 253769.0, 254295.0, 255104.0, 255758.0, 257019.0, 259173.0, 283131.0, 283219.0, 283229.0, 283234.0, 284058.0, 284076.0, 284184.0, 284390.0, 284695.0, 285025.0, 285590.0, 338382.0, 339834.0, 340205.0, 340811.0, 342908.0, 345275.0, 348013.0, 374618.0, 375307.0, 388335.0, 388512.0, 404672.0, 408050.0, 440295.0, 440603.0, 647309.0, 653784.0, 768211.0, 100131997.0, 100287171.0, 100507436.0, 102724023.0, 102724428.0	2.0970781292003418	Hippocampus	EA
GO:0050911	BP	p	detection of chemical stimulus involved in sensory perception of smell	1/1097	401/29107	7.333257761549037e-06	5	1	0.007595421726524414	138799.0	2.1194481074604914	Hippocampus	EA
GO:0002250	BP	e	adaptive immune response	21/1097	189/29107	1.014396876724653e-05	3	21	0.008568690778524951	695.0, 942.0, 1512.0, 2267.0, 3108.0, 3109.0, 3113.0, 3127.0, 3903.0, 5294.0, 6850.0, 7462.0, 10859.0, 10990.0, 11006.0, 11024.0, 23765.0, 28988.0, 30835.0, 84868.0, 115650.0	2.0670855294300825	Hippocampus	EA
GO:0000028	BP	e	ribosomal small subunit assembly	6/1097	15/29107	1.055890755655465e-05	8	6	0.008568690778524951	6208.0, 6234.0, 51081.0, 64963.0, 91695.0, 102724159.0	2.0670855294300825	Hippocampus	EA
GO:0006898	BP	e	receptor-mediated endocytosis	12/1097	70/29107	1.093758307301684e-05	6	12	0.008568690778524951	154.0, 948.0, 2017.0, 2213.0, 3684.0, 4360.0, 4481.0, 8029.0, 23166.0, 28988.0, 201176.0, 283420.0	2.0670855294300825	Hippocampus	EA
GO:0042102	BP	e	positive regulation of T cell proliferation	11/1097	59/29107	1.103057787886388e-05	9	11	0.008568690778524951	199.0, 942.0, 3071.0, 3109.0, 3113.0, 7292.0, 30835.0, 84433.0, 84868.0, 115650.0, 283234.0	2.0670855294300825	Hippocampus	EA
GO:0032729	BP	e	positive regulation of interferon-gamma production	12/1097	72/29107	1.473889652041862e-05	8	12	0.01077586734425194	2150.0, 3113.0, 3394.0, 3606.0, 7099.0, 7292.0, 8140.0, 10859.0, 26191.0, 51284.0, 64581.0, 84868.0	1.9675477636115357	Hippocampus	EA
GO:0038023	MF	e	signaling receptor activity	22/1097	209/29107	1.493799876551587e-05	2	22	0.01194107997498781	942.0, 958.0, 1441.0, 2150.0, 2350.0, 2532.0, 3587.0, 3687.0, 3693.0, 4065.0, 4360.0, 4804.0, 5361.0, 7099.0, 7100.0, 8029.0, 9936.0, 11027.0, 11314.0, 81793.0, 115650.0, 131450.0	1.9229563929748839	Hippocampus	EA
GO:0032396	MF	e	inhibitory MHC class I receptor activity	5/1097	10/29107	1.620961082577531e-05	5	5	0.01194107997498781	10859.0, 10990.0, 11024.0, 11027.0, 23547.0	1.9229563929748839	Hippocampus	EA
GO:0007249	BP	e	I-kappaB kinase/NF-kappaB signaling	9/1097	44/29107	3.202511617519117e-05	6	9	0.0221133427189695	695.0, 3551.0, 8517.0, 9020.0, 11035.0, 51284.0, 64170.0, 84433.0, 92610.0	1.6553456032071758	Hippocampus	EA
GO:0042802	MF	e	identical protein binding	88/1097	1494/29107	3.507002120553643e-05	3	88	0.02214421338978157	154.0, 191.0, 317.0, 326.0, 358.0, 409.0, 695.0, 834.0, 841.0, 963.0, 1198.0, 1471.0, 1728.0, 2272.0, 2660.0, 3551.0, 3654.0, 4094.0, 4258.0, 4296.0, 4627.0, 4831.0, 5294.0, 5635.0, 5925.0, 5932.0, 5973.0, 6348.0, 6456.0, 6502.0, 6606.0, 6642.0, 6652.0, 6672.0, 6793.0, 6999.0, 7038.0, 7099.0, 7273.0, 7305.0, 7430.0, 7494.0, 8233.0, 8517.0, 9025.0, 9051.0, 9322.0, 9447.0, 10901.0, 11035.0, 22977.0, 27232.0, 29082.0, 29899.0, 51074.0, 51148.0, 51171.0, 51538.0, 55007.0, 55149.0, 55503.0, 56128.0, 63923.0, 64147.0, 64926.0, 80741.0, 81793.0, 84063.0, 84282.0, 84329.0, 84680.0, 91703.0, 93974.0, 112483.0, 114548.0, 114904.0, 118788.0, 119391.0, 130951.0, 146722.0, 151531.0, 196383.0, 259173.0, 283219.0, 285362.0, 339488.0, 375611.0, 388512.0	1.6547397421818753	Hippocampus	EA
GO:0035579	CC	e	specific granule membrane	13/1097	91/29107	3.622167646895608e-05	7	13	0.009070942692868572	221.0, 948.0, 963.0, 1535.0, 3684.0, 3903.0, 5912.0, 6793.0, 7226.0, 8673.0, 23601.0, 84329.0, 353189.0	2.0423475767727	Hippocampus	EA
GO:0005085	MF	e	guanyl-nucleotide exchange factor activity	22/1097	223/29107	4.073200655334344e-05	6	22	0.02250443362072225	1102.0, 1794.0, 2889.0, 6305.0, 8412.0, 9265.0, 11214.0, 23101.0, 23263.0, 27128.0, 29984.0, 50619.0, 55255.0, 57139.0, 64805.0, 79958.0, 81704.0, 89846.0, 115727.0, 117289.0, 201163.0, 221472.0	1.6477319126739693	Hippocampus	EA
GO:0035195	BP	p	gene silencing by miRNA	5/1097	557/29107	4.201697100888148e-05	10	5	0.02748573329838884	283131.0, 406929.0, 406987.0, 407021.0, 768222.0	1.5608926718983382	Hippocampus	EA
GO:0001931	CC	e	uropod	5/1097	12/29107	4.782369744901368e-05	4	5	0.01047936770351512	4478.0, 4627.0, 6404.0, 7430.0, 9051.0	1.9796649207071144	Hippocampus	EA
GO:0005542	MF	e	folic acid binding	5/1097	12/29107	4.782369744901368e-05	5	5	0.02348674919162672	1719.0, 2350.0, 6573.0, 10841.0, 27232.0	1.6291770898991986	Hippocampus	EA
GO:0045579	BP	e	positive regulation of B cell differentiation	5/1097	12/29107	4.782369744901368e-05	9	5	0.02972003677968955	695.0, 3071.0, 3635.0, 6850.0, 7494.0	1.5269506574549907	Hippocampus	EA
GO:0045630	BP	e	positive regulation of T-helper 2 cell differentiation	4/1097	7/29107	6.41094732215224e-05	13	4	0.03794364965096676	942.0, 3606.0, 7292.0, 114548.0	1.420860898353927	Hippocampus	EA
GO:0002224	BP	e	toll-like receptor signaling pathway	6/1097	20/29107	6.953709729884808e-05	7	6	0.03928529919669922	3654.0, 5336.0, 7099.0, 7100.0, 51284.0, 81793.0	1.405769934921259	Hippocampus	EA
GO:0043123	BP	e	positive regulation of I-kappaB kinase/NF-kappaB signaling	19/1097	186/29107	8.370109728091952e-05	8	19	0.04463883795039416	834.0, 841.0, 843.0, 948.0, 958.0, 2150.0, 3551.0, 3654.0, 4057.0, 6284.0, 7099.0, 8517.0, 9020.0, 11214.0, 64170.0, 64581.0, 84433.0, 92610.0, 113277.0	1.3502871195879582	Hippocampus	EA
GO:0050853	BP	e	B cell receptor signaling pathway	8/1097	39/29107	8.619616307100008e-05	10	8	0.04463883795039416	695.0, 3071.0, 4773.0, 5336.0, 5777.0, 6850.0, 7462.0, 89857.0	1.3502871195879582	Hippocampus	EA
GO:0070269	BP	e	pyroptosis	6/1097	21/29107	9.425383869228558e-05	4	6	0.0468592384442567	834.0, 841.0, 4671.0, 9447.0, 51074.0, 55876.0	1.3292047738300623	Hippocampus	EA
